CÓDIGO ;PRODUTO ;CUSTO;VENDA;DESCONTO A VISTA 
;TORNEIRA PIA PAREDE BICA MÓVEL BRANCA TIGRE;22.98;36.0;32.82857142857143
;Torneira Preta Simples Jardim;2.3;5.0;3.2857142857142856
;TORNEIRA TANQUE 15CM BRANCA TIGRE;17.6;27.8;25.142857142857146
;TORNEIRA TANQUE MAQUINA ESFERA;27.8;44.0;39.714285714285715
;TRELIÇA GERDAU H8 6/4,2/4,2MM 6M;32.9;55.0;47.0
;TRILHO DESTACAVEL SUPORTE P/ DISJUNTOR;0.48;0.9;0.6857142857142857
7898589340029.0;TRIO CAIXA PASSAGEM FUNDO ALTO 4X2;3.0;8.0;4.285714285714286
7898589340593.0;TRIO CAIXA PASSAGEM FUNDO BAIXO 4X2;;6.0;0.0
;TUBO DE LIGACAO RETO ALUMINIO;9.99;36.0;14.271428571428572
;TUBO DE LIGACAO SIFONADO ALUMINIO;9.99;18.0;14.271428571428572
;TUBO DE LIGACAO SIFONADO BRANCO;5.99;12.0;8.557142857142859
;TUBO PONTA AZUL ;10.5;16.9;15.000000000000002
;UNIAO DE COMPRESSAO 20MM;10.96;16.9;15.65714285714286
;UNIAO DE COMPRESSAO 25MM;13.72;21.5;19.6
;UNIAO DE COMPRESSAO 32MM;17.68;27.9;25.25714285714286
;VALVULA DE RETENCAO 100MM;15.5;24.8;22.142857142857146
;Válvula Krona Lavatório Plástico s/ Ladrão c/ Unho;6.48;9.5;9.257142857142858
;VALVULA LAVATORIO ABS;6.6;12.5;9.428571428571429
;VALVULA LAVATORIO BRANCA PLASTICO;2.9;5.0;4.142857142857143
;VALVULA TANQUE BRANCA PLASTICO BLUKIT;8.97;13.9;12.814285714285717
;VASO PLASTICO REDONDO 10X06 N0;0.54;2.0;0.7714285714285716
;VASO PLASTICO REDONDO 17X13 N2;2.13;3.5;3.0428571428571427
;VASO PLASTICO REDONDO 25X20 N4;6.61;10.5;9.442857142857143
;VASO SANITARIO CONJUNTO BACIA COM CAIXA ACOPLADA BR REDONDO;299.9;430.0;428.42857142857144
;VASO SANITARIO INCEPA QUADRADO THEMA PLUS BR FURO EMBAIXO P/ VALVULA;269.5;430.0;385.0
;VASO SANITARIO LOGASA PARATI BRANCO SIMPLES;156.05;230.0;222.92857142857144
;VASO XAXIM COCO 18X10;12.55;19.5;17.92857142857143
;VASO XAXIM COCO 21X11;14.07;21.9;20.1
;VASSOURA POPULAR C/ CABO;9.76;16.0;13.942857142857143
;VASSOURA SAFIRA PLUS C/ CABO;12.33;20.0;17.614285714285714
;VASSOURAO MADEIRA C/ CABO;17.52;27.9;25.02857142857143
;VEDA CALHA GARIN;12.6;18.5;18.0
;VEDA CALHA WURTH;16.48;24.0;23.542857142857144
;VEDAÇÃO DE SAIDA CAIXA ACOPLADA;9.33;13.8;13.32857142857143
;VEDACIT BIANCO 3,6KG;84.3;130.0;120.42857142857143
;VEDACIT BIANCO 900G;28.45;44.9;40.642857142857146
;VEDACIT COMPOUND OTTO 1KG;53.56;85.0;76.51428571428572
;VEDACIT IMPERMEABILIZANTE 1L;14.09;21.9;20.12857142857143
;VEDACIT IMPERMEABILIZANTE 3,6L;41.43;65.0;59.18571428571429
;VEDACIT VEDALIT 18L;139.99;214.0;199.98571428571432
;VEDACIT VEDALIT 3,6l;36.69;58.0;52.41428571428571
;VEDACIT VEDALIT 900ML;12.05;20.0;17.214285714285715
;VEDACIT VEDAPREN 3,6;58.63;90.5;83.75714285714287
;VEDADOR CAIXA ACOPLADA 642;8.2;12.0;11.714285714285714
;VEDANEL ANEL DE VEDACAO C/ GUIA;8.24;13.0;11.771428571428572
;VERGALHAO FERRO 1/2;69.49;108.0;99.27142857142857
;VERGALHAO FERRO 1/4;20.5;35.0;29.28571428571429
;VERGALHÃO FERRO 1/4 ;20.89;35.0;29.842857142857145
;VERGALHAO FERRO 3/8 ;43.9;68.0;62.714285714285715
;VERGALHAO FERRO 4.2 - 3/16;15.34;25.0;21.914285714285715
;VERGALHAO FERRO 5/16 ;30.0;55.0;42.85714285714286
7891799524609.0;VERNIZ DE MOTOR WURTH;21.22;33.0;30.314285714285713
;WEB MODULO INTERRUPTOR SIMPLES;3.1;4.2;4.428571428571429
7909492615583.0;WEG CAIXA PROTECAO DISJ C/ TOMADA;15.99;25.0;22.842857142857145
;WEG CONJUNTO SOBREPOR EXTERNO 3/2/1 POSTOS;4.5;7.5;6.428571428571429
7909383109078.0;WEG MODULO CEGO BCO;1.7;3.0;2.428571428571429
7897957531427.0;WEG MODULO INTERRUPTOR PARALELO;4.36;6.8;6.2285714285714295
7897957531533.0;WEG MODULO INTERRUPTOR SIMPLES;3.1;4.9;4.428571428571429
7897957531342.0;WEG MODULO REDE;15.74;24.9;22.485714285714288
7897957531328.0;WEG MODULO TOMADA 2P+T 10A COMPOSE;4.5;7.1;6.428571428571429
7897957531366.0;WEG MODULO TOMADA 2P+T 20A COMPOSE;4.75;7.4;6.7857142857142865
7897957531892.0;WEG MODULO TOMADA 2P+T 20A VERMELHO COMPOSE;6.9;10.8;9.857142857142858
;WEG PLACA 4x2 MODULAR CORES;2.1;4.5;3.0000000000000004
;WEG PLACA C/ SUPORTE 4x2 1/2/3 POSTOS MOD BR;3.0;4.9;4.285714285714286
7897957531540.0;WEG PLACA C/SUPORTE CEGA;2.95;4.8;4.214285714285714
7897957531564.0;WEG SUPORTE PLACA MODULAR 4x2;1.5;2.5;2.142857142857143
;WURTH ABRACADEIRA CHAPA U 1'';1.88;2.9;2.685714285714286
;WURTH ABRACADEIRA CHAPA U 1 1/2'';2.34;3.6;3.342857142857143
;WURTH ABRACADEIRA CHAPA U 1 1/4'';2.25;3.5;3.2142857142857144
7891799441500.0;WURTH ABRACADEIRA CHAPA U 1/2'';2.04;3.15;2.9142857142857146
;WURTH ABRACADEIRA CHAPA U 2'';3.32;5.2;4.742857142857143
;WURTH ABRACADEIRA CHAPA U 3 1/2'';4.85;7.5;6.928571428571429
7891799441517.0;WURTH ABRACADEIRA CHAPA U 3/4'';2.25;3.5;3.2142857142857144
;WURTH ABRACADEIRA ROSCA SEM FIM 10X16X9;1.31;2.05;1.8714285714285717
;WURTH ABRACADEIRA ROSCA SEM FIM 12X22X9;1.42;2.2;2.0285714285714285
;WURTH ABRACADEIRA ROSCA SEM FIM 16X27X9;1.48;2.3;2.1142857142857143
;WURTH ABRACADEIRA ROSCA SEM FIM 20X32X9;1.51;2.35;2.1571428571428575
;WURTH ABRACADEIRA ROSCA SEM FIM 30X45X9;1.97;3.05;2.8142857142857145
;WURTH ABRACADEIRA ROSCA SEM FIM 32X50X9;2.01;3.1;2.8714285714285714
;WURTH ABRACADEIRA ROSCA SEM FIM 40X60X9;2.14;3.3;3.0571428571428574
;WURTH ABRACADEIRA ROSCA SEM FIM 50X70X9;2.23;3.45;3.185714285714286
;WURTH ABRACADEIRA ROSCA SEM FIM 70X89X9;2.58;4.0;3.685714285714286
;WURTH ABRACADEIRA ROSCA SEM FIM 8X12X9;1.28;2.0;1.8285714285714287
7891799521929.0;WURTH ABRACADEIRA ROSCA SEM FIM 8X12X9;1.19;2.0;1.7
;WURTH ABRACADEIRA ROSCA SEM FIM 90X110X9;3.89;6.0;5.557142857142858
;WURTH ABRACADEIRA ROSCA SEM FIM 90X110X9;3.61;5.6;5.1571428571428575
4053479119519.0;WURTH ADESIVO JUNTA DE MOTORES 75G;11.59;19.0;16.557142857142857
;WURTH ADESIVO PARA MATERIAL POROSO 20G;6.88;10.8;9.82857142857143
;WURTH AUTO FRESS CHEIRINHO;6.66;10.8;9.514285714285714
;WURTH COADOR DE TINTA;0.98;2.5;1.4000000000000001
;WURTH DESENCARBONIZANTE 300ML;13.05;21.0;18.642857142857146
7891799145576.0;WURTH DETERGENTE CERA LIMPADORA 200G;13.15;24.8;18.78571428571429
;WURTH DISCO DIAMANTADO SEGMENTADO 4'';18.97;26.5;27.1
7891799498191.0;WURTH DISCO DIAMANTADO TURBO 4'';14.73;24.5;21.042857142857144
;WURTH DISCO FIBRA LIXA G120;3.03;6.0;4.328571428571428
;WURTH DISCO FIBRA LIXA G36;3.72;6.0;5.314285714285715
;WURTH DISCO FIBRA LIXA G80;3.38;6.0;4.828571428571428
;WURTH DISCO PORCELANATO 4'';18.85;29.9;26.92857142857143
;WURTH DISCO SUPERFLEX G80 4'';17.92;29.0;25.600000000000005
4056807092591.0;WURTH DUPLA FACE 9MMX 1,5MT;3.7;5.7;5.2857142857142865
7891799285289.0;WURTH EMBELEZADOR DE COURO 100ML;10.98;18.5;15.685714285714287
7891799538699.0;WURTH ESPUMA LIMPADORA;26.31;42.0;37.58571428571429
;WURTH FILTRO DE LUZ LENTE;3.61;8.0;5.1571428571428575
;WURTH FITA TELADA ADESIVA 48MMX45MTS;14.99;24.8;21.414285714285715
;WURTH FLANELA DE LIMPEZA;5.19;8.0;7.4142857142857155
7891799470654.0;WURTH FLUIDO PARA RADIADOR 1L;7.3;14.5;10.428571428571429
7891799521097.0;WURTH KIT HIDRATAÇÃO LIMPEZA DE COURO;22.78;37.0;32.542857142857144
;WURTH LAMINA ESTILETE 18MM;11.12;18.0;15.885714285714286
7891799466299.0;WURTH LAVA E ENCERA 430ML;28.35;45.5;40.50000000000001
7891799512330.0;WURTH LIMPA PARABRISA 50ML;2.07;3.5;2.9571428571428573
;WURTH LUVA MAO NYLON PRETA 9 ;13.19;21.0;18.84285714285714
;WURTH LUVA MISTA RASPA;21.58;34.0;30.82857142857143
;WURTH LUVA MULTIUSO AMARELA;7.1;10.9;10.142857142857142
;WURTH LUVA NITRIL CINZA;14.9;23.5;21.28571428571429
;WURTH LUVA VAQUETA PETROLEIRA;28.63;45.0;40.9
;WURTH MASCARA RESPIRADOR;4.42;8.0;6.314285714285715
;WURTH OCULOS SUMMER ESCURO;6.9;12.0;9.857142857142858
899300010.0;WURTH OCULOS SUMMER INCOLOR;7.31;12.0;10.442857142857143
;WURTH PANO DE MICROFIBRA;8.99;14.0;12.842857142857143
;WURTH PEDRA DE AFIACAO ;17.41;26.9;24.871428571428574
;WURTH PU-40 PU40 WMAX CINZA 400G;18.39;29.9;26.271428571428572
;WURTH PU-40 PU40 WMAX PRETO 400G;20.63;32.0;29.47142857142857
;WURTH REPARADOR DE PNEU CARRO 300ML;52.64;65.0;75.2
7891799462581.0;WURTH REPARADOR DE PNEU MOTO 170ML;41.39;55.0;59.12857142857143
;WURTH ROST-OFF EDIÇÃO ESPECIAL;14.0;24.0;20.0
7891799377922.0;WURTH RPW REVITALIZADOR PARA BORRACHAS;27.86;44.0;39.800000000000004
;WURTH SELANTE ACRILICO BR;15.25;26.0;21.78571428571429
;WURTH SERRA ACO CARBONO 24D;2.72;7.0;3.885714285714286
;WURTH SHAMPOO AUTOMOTIVO C/ CERA 1L;15.9;26.9;22.714285714285715
7891799528980.0;WURTH SILICONE SPRAY AUTOMOTIVO;17.38;27.0;24.82857142857143
7891799475895.0;WURTH SILICONE W-MAX ALTA TEMPERATURA 85G;5.53;15.0;7.900000000000001
7891799491833.0;WURTH SILICONE W-MAX BRANCO 275ML;8.45;25.0;12.071428571428571
4065746509039.0;WURTH SILICONE W-MAX INCOLOR 275ML;14.82;25.0;21.171428571428574
;WURTH TRENA 3MT;12.85;19.9;18.357142857142858
;WURTH TRENA 8MT;35.72;55.9;51.02857142857143
;WURTH TRENA 8MT;22.17;36.9;31.671428571428574
7891799178345.0;WURTH WATER OFF 100ML;13.01;21.0;18.585714285714285
;WURTH W-MAX DECAPADOR DE FIO ;10.99;17.5;15.700000000000001
;WURTH W-MAX DISCO DE SERRA MADEIRA 24D 4'';17.46;27.0;24.942857142857147
;WURTH W-MAX DISCO DESBASTE  7'';14.57;23.0;20.814285714285717
;WURTH W-MAX DISCO DESBASTE 4'';6.65;12.0;9.500000000000002
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;;0.0;0.0
;;1188.0;;1697.1428571428573
;;295.0;;421.42857142857144
;;72.0;;102.85714285714286
;;;;0.0
;;;;0.0
;;;;0.0
;;;;0.0
;;;;0.0
;;;;0.0
;;;;0.0
;;;;0.0
;;;;0.0
